user_id,group,click_day
c7fd2120-6ba6-4eca-915a-68148ee4ca7a,A,
07c192d6-13da-4337-9515-e1cc784068e5,A,Wednesday
d9d7055a-d27f-416b-8ff8-9f91961f2f86,A,
441409e9-f74c-47b4-b1dd-cc998fc5676b,A,
96a2d7c9-2d88-4369-8078-00259da60b3b,A,
a9cd457d-a58a-4d84-9788-7a4693940708,A,
403dce79-cd02-44c9-8d93-7845ad6a8edb,A,
1807361e-bda8-47e6-ad7d-4ebb1a3ae689,A,Tuesday
c8a16221-883a-4454-950e-44650b9f7d5e,A,
772cb4b1-bdec-4d4b-8b33-ce98bd0e128d,A,
9575438c-a5b0-4455-9641-5bd29483c5ce,A,
dec57302-df99-421a-916f-c895053b9834,A,
d889b444-813d-462f-87a6-f2f13683c4a9,A,
b1ea2a39-eb5e-4436-bfb0-e376e704a94e,A,
129119d1-0606-428f-8423-6ed409aa8032,A,Thursday
81d9d646-a52c-43f3-8ddc-7bfaa538a42c,A,
2a666b40-ebea-4461-8bf1-5626891aa238,A,Friday
7915d7e6-cf0a-4963-be5a-3777588bed74,A,
0119f7bf-8632-4a69-aeb7-5cfc9a1d1b45,A,Tuesday
4d00374b-9ab0-4511-baca-487f86a72146,A,
a3f03def-72b7-43c2-9483-33150c863cf4,A,
245ee24a-a02d-4dda-bbc6-45b797474c51,A,Sunday
55cb4cb1-80fa-4b8a-9b58-bcc359041125,A,
d567ab8d-edcb-45f1-9eb4-82fa6a6dd74b,A,
7a739812-b0ac-4e28-88d9-ee938ab77391,A,
82c32644-e985-4c4e-a15b-835fc83cb618,A,
54055ab1-ed5e-4f7c-883d-ad7021c4d46e,A,
f9f291a7-55d8-4069-9f7b-a322db8e68d2,A,
478d1aad-2836-4e46-aa76-fabdad98c9a1,A,
63198d15-6cbe-4a9d-982d-51d03670befc,A,
e13cb852-5fba-4db2-8f10-1d9d5d86bc4d,A,
07535188-c5b8-48a3-8bbf-d292fea6e48c,A,Thursday
09d7d4c2-7ad1-466b-b51c-8b5635493f7c,A,Thursday
c8148884-32a7-4275-92fc-7db3eea883d0,A,
d48d066f-bddf-401a-9041-334099dfa95d,A,
1617324d-b256-4ff9-a401-2166e4f20ad6,A,Tuesday
e45285ce-dce0-4409-80b8-e358b129780b,A,
26bcddda-9df4-4abe-ad31-94ef7b0b85ab,A,Sunday
46e487cf-0aed-49b4-bcb3-9d6cf1ecf9b5,A,
8e5d0579-d348-49c5-8513-ea58aa212a68,A,
7aeacae9-d568-4049-b300-1de4d7b5b07a,A,
7f7602fd-588c-4678-8474-2cff83afe8ea,A,
8a6367d2-8aa2-4929-97f0-72aa216f2341,A,
780be73b-1e6e-4c32-ba44-4372dc3db996,A,
56bf1dd5-6b58-4d26-b9a8-95cff3f469ca,A,
ce091210-48d0-4bd3-9084-7f98ea35586a,A,
c6cbcd02-d29c-41b4-90fd-5f5858a190c2,A,
38f366ed-b428-483d-a762-20ba0ed9c0c5,A,
c89105cc-a316-4832-9a81-218420ee8c8f,A,
0efca364-f20a-4755-81ce-1bc186e0577c,A,Saturday
6cf05867-bf27-4971-ac14-3e8a638cb311,A,
a569d2ea-2881-46c8-bc89-1bc5272a25f1,A,
be6d9d61-f5f0-4a14-b135-aabc060dc35c,A,
b540dc1a-6316-40e9-8dcc-e7cb17b35ecf,A,
dcebc64c-b216-40df-9c04-9812b361722e,A,
0c6d73bb-e0bd-4e01-a8fe-c3b80541ef4d,A,Sunday
8855d152-3d17-4caa-8bf0-162cc35e38fb,A,
afb58957-1e95-4797-a091-ae15298cd302,A,
f99b22e8-fb6f-423d-9d27-d32857b60940,A,
af1d601e-dc51-4b25-83fd-f9a5946f77b1,A,
46fbf5e8-0381-47a2-8f58-60a1d57d21e0,A,
69770316-7af8-4641-ac46-24d46df5941b,A,
7fbd5299-f1f9-400c-97d7-bd2c041b95a2,A,
022818cc-2b43-44a2-a697-298226ba59fe,A,Wednesday
6c617380-81ad-4b70-b73b-4154a4311f25,A,
02d8e221-e78d-46f3-93cf-c0a032647bdb,A,Friday
fa678234-c4ea-4a6a-ac44-74d89f593186,A,
fcf16282-df70-4256-8993-6521248db030,A,
e72a457a-c34c-4f1a-9c33-7a36aea7533e,A,
58c21b96-c226-4f8f-b783-cac18ebd3b21,A,
7c25cbbf-6a5b-48de-a411-6d42cd00e1a2,A,
040c8008-da83-4aff-bc44-928f84f1569d,A,Saturday
9036b80c-04d6-4ac5-b327-11cce024f66a,A,
143349b6-3be3-485f-bc0c-3f87d88cabb4,A,Monday
aaa83478-9cd9-4539-a01d-0b454ea9de9f,A,
3185f220-520d-4704-8eca-bb049e4e3a2e,A,Thursday
ab1a99cf-8ddb-4a99-8b35-3576d4bff8cf,A,
196c19fc-4f57-4140-b08f-b5a9cd560acd,A,Friday
099a1207-163c-49e1-9d55-9de5cd00aed9,A,Wednesday
e60999a6-b5e0-468b-8c23-4dfc397daf90,A,
c71d2f75-91ee-4b1d-93e4-b812c033b6d6,A,
8655db9c-14ff-4c9d-a5dd-be74eb5bcc80,A,
44a32988-290f-4810-909c-5cb6b46529df,A,
ba2bbc24-c344-4890-a4e6-aa821651ab5a,A,
34f80592-8cc9-4aaf-863b-b20275b99a63,A,
fade6ae6-bfd2-4d2f-9847-58fcc62dc7d3,A,
de7c8c6f-0e2d-48bf-867a-7307f3621ee6,A,
97ee40a2-5f98-4fcf-a270-83612c34de06,A,
050f3f67-56f9-4706-866f-41b5d8578ab4,A,Saturday
556e021d-de12-4c5c-aa37-f337cf867e54,A,
6cd5c617-9c09-461a-bfa0-ed294eea31cb,A,
1739b154-db11-437d-83a7-e4a8bc19c42e,A,Wednesday
b6749703-11b3-4f6c-b265-dcc16465906a,A,
1da5fad7-7b9f-4a27-9bd8-6564109f3d20,A,Friday
575615db-6164-44dc-acdf-23e9fbdfde96,A,
f0a5e0f3-6521-4380-bfca-568d6ec4f63d,A,
216e5843-de06-42e0-a6b2-6f5932b510b3,A,Thursday
2e08cbf6-4165-4067-8fef-f379117d01f2,A,Friday
3662e313-b370-4a31-83d7-eec14ab16d32,A,
91a1013f-7b88-4a8c-852b-85e96514e5d5,A,
78f34209-bea1-4fbe-a109-3c15d069a7f4,A,
6e8c8fbc-df70-452a-8aee-db173393ff16,A,
c789f010-40bb-4c68-bb07-cac7f3552b58,A,
3a15953c-2858-4748-bf92-2a972e5685be,A,
1018b1b1-cf80-488f-9c55-5bac3e1efd50,A,Thursday
b83d47b6-6053-4481-85b3-b274636e3242,A,
df590b5a-9730-4476-a324-6333af90a0f3,A,
01e7535f-fa48-4dc7-88b2-30d507dbb026,A,Thursday
6e6540c8-521b-4cac-9bde-3f36af791727,A,
fc7dccb9-43e5-42d2-af5c-6bd2e3443bfe,A,
2616472b-f63c-4971-9418-51c2fc11bf1d,A,Sunday
8ca5c8df-a9a9-468f-8b56-0326638404e0,A,
a016e19d-e68c-4830-9d57-2115f1512717,A,
37f06285-d586-4b54-894d-04b0cc1c15c0,A,
efbd0e75-9bbb-4c69-8071-8ddad18bb855,A,
7d6baab3-7a34-4197-8428-c550ed7586e0,A,
badc5e03-53e7-403b-b61a-f73ab5ef5726,A,
f4906019-4a61-437b-88db-79bc1d85c8af,A,
c4c3dd37-c2f8-4fe4-bbc0-54c263888eff,A,
6978fda8-f6dc-4c44-ac2b-de9e5f8281e9,A,
1c1e572e-dcc9-4515-880e-089cb6d3fed2,A,Monday
f179300f-97aa-4daf-a9e2-77dda807f5a4,A,
ddf36962-dec6-4cbd-9f1a-af1201965ed5,A,
c3a6644d-8fe0-421e-b005-7e1ff2de97f4,A,
ff43d63e-5048-41a4-afbc-d64be479119d,A,
5a6f3400-7669-4076-8c33-5c3cf7250efb,A,
3f067768-26fd-45df-b844-1673c1882850,A,
5d4fe720-1877-4647-889f-5a1553d6d3ef,A,
88be6c1d-3298-4622-8df4-8485452940e4,A,
5135f3ef-d09e-4804-af9d-fb3dce8b734d,A,
8e39f310-6a73-4e02-a6a0-5c4691493faa,A,
aa4db65a-87a0-4acc-9fb3-7e18445f776c,A,
662f2cf1-8e35-46ea-9f8b-df9241c109e6,A,
0cd41c82-baa7-4db5-8f49-2b963af8a03a,A,Sunday
92fc82ab-86f7-4532-a9f2-7715d4d221de,A,
2b84088d-8b8f-44d1-a2e3-2e90f137d038,A,Wednesday
6d93707e-2ed7-4e5a-bce7-cf57872f409b,A,
d3887e14-34fc-4612-a1b8-ecdad54fa91c,A,
003ddd38-70b5-4e35-82e4-4779026c26ec,A,Saturday
ce416049-9997-4ac9-b7f1-4c6f8b388ffb,A,
115eca6c-6f57-41fd-a39c-07a34016812b,A,Friday
87ca4cfb-6334-4675-b8f4-63bf5a5de094,A,
56c00aa8-a3d1-4302-931d-06ef3eaa6392,A,
bf2f32cf-74cb-4d39-bacb-53d51ad766a6,A,
7d776075-fda3-4179-81df-e6be9b87e31f,A,
4bad110c-0cfa-492a-8bdf-84a2c8d74b77,A,
3d38efb1-dde2-4849-9e1c-732164c65099,A,
47b8f98f-5e48-402c-95e4-f577cbb1a359,A,
7f0664d6-3588-4be0-aab7-36447f8f5903,A,
75ea5a85-8cb4-4dbd-8565-2f64c4f6cd24,A,
8d9a2d23-986e-4b4b-8a14-ec45e8070d04,A,
325a313e-249b-4ee4-b4c5-2d5f18172876,A,
9d54a627-6768-4079-b3b4-9e22a681c84c,A,
9ec6ae7b-54c6-4825-a24b-3eca99ca36a1,A,
07c1108e-5ff9-4cf6-98fd-97da1c387642,A,Friday
2743e3e9-ea3c-4d53-bde2-c69a1c3f4199,A,Friday
dbc0e289-cfe4-4cc3-b692-cb29ce737d18,A,
e79ce2ea-3afd-42b7-8073-e2393d524cc8,A,
65ed1340-bb20-431b-8af2-fc3b9fd5c6cc,A,
4e4e1d87-8956-4e3c-a21d-9339ed355250,A,
61a4240f-84e6-49ed-91dd-19ded455d9da,A,
b4abc67c-5a79-4d9d-bb68-56b29f432f2c,A,
bf11238b-4a80-4882-9c3a-d2f134bd0dbc,A,
cc365d4c-131d-462b-a8c6-51aba3fb9630,A,
73a6a49d-7ffa-4f0a-9d65-68592bcb5be5,A,
689e6fc0-8e02-4a1b-b120-ce3d84d7fa89,A,
8399f3d5-7513-448d-a681-42edd8824c3f,A,
32b95a9d-1587-48d8-a7c6-90419b2d5011,A,
0c996cf7-c261-4189-9eb1-fe12846ea3f6,A,Wednesday
d0bc762b-65c0-4547-8cdd-221fc5e54640,A,
321432e6-33fa-45b2-b3e3-7f95de1c2616,A,
b0893705-347d-4c82-8bc6-930074449248,A,
63f123eb-6da1-49d8-a092-4d9f4a8e0700,A,
cb3f847e-c7aa-4ed9-bf65-89825d19ebde,A,
6e74c592-4735-4475-92e5-801cf46ea157,A,
7ea7a6d7-cd05-4463-ad48-0ea2476574cc,A,
f0ad4bf2-f9e4-4943-9524-bfe0a0f1ad8b,A,
a379bae0-73ff-4079-a9ef-2a771dc046c9,A,
d3ad7498-c1fe-4f2d-a9e1-fe9ca1c35901,A,
64bd1735-2fd0-44e8-a472-ed3876068f53,A,
05c73cd1-40ba-4956-8e71-524582cad4be,A,Saturday
2543da93-f045-478e-90aa-a8d8723f4611,A,Tuesday
d25d3a4b-b8d6-48e6-97e6-70b5bb84d18d,A,
bc9b72c5-f241-4f55-949e-daa8217fe862,A,
48b76d47-e4eb-4528-9754-81d32164d68a,A,
915c39aa-1b99-4a7d-a7c9-d5f2e143059c,A,
54ec154c-aa04-4d22-a307-839a45c1199d,A,
76bf1b9d-81bc-4948-b78d-1774949e0d97,A,
a187e400-27ec-46aa-b4ea-3e264719920c,A,
e42f6d45-99a8-4a03-92b1-f15c61dc2ec0,A,
831b0da8-6341-4a00-863c-3db621f807d8,A,
f8994970-cab5-4dc3-9255-9a74703b6499,A,
713c1e30-5934-4c28-96ab-5c7bb7ba7ea6,A,
83d7ef24-526b-4594-af31-c13fe5af99f5,A,
77717f2e-00ac-41a3-a7cc-8a0e3345e9d4,A,
855d1916-1822-4152-9426-a839d9661ab0,A,
66b3f619-60b7-410a-bba4-e8331f054eca,A,
5d10c080-33d9-4005-9be5-fe7dd677460e,A,
296fddfe-b118-45d9-a527-692fecdb48b6,A,Saturday
84ad160c-a03c-43e2-9240-476de1c76f3f,A,
fc4b8f08-a382-4913-a230-e5bfc6a1b081,A,
222fc594-7464-4ae6-9816-9bfeb6c38aa1,A,Monday
7f776fba-9460-4249-a3c1-0f09e086f015,A,
7f4444d5-ac9f-43b5-bed8-099f60214d59,A,
b7efb83d-6bae-483c-be4a-fa84e5de7a40,A,
8aab2f2a-18be-4f89-a37b-da3ac99b824a,A,
364f9d08-803a-4918-b3db-5bb1564c698c,A,
4f36225e-13c8-48f1-8bf9-64b241c37924,A,
e78337c6-875b-4212-8832-68f65b0b081e,A,
92bace84-75a4-486a-9afa-ad8c0317695a,A,
95594a07-136a-4b10-9b17-d0f16de626a7,A,
64f13184-bf0b-40ff-9c5b-e900977bf3e2,A,
f7d68110-e28f-433c-b445-2270ec3c7631,A,
ee5efd0e-d5f2-418b-8218-eeb4dde3b053,A,
8fe53716-eeab-46d3-b389-606d6ec37966,A,
df3c25cd-a4aa-4e55-b357-4beb5fe492d4,A,
d9aff148-63c2-4f61-ba2f-98dad606f1cd,A,
dba438e3-d4da-4451-a643-737bf440cd25,A,
c0fd8363-1b11-4509-a722-6d11de7c253f,A,
37d662a4-4a3e-4c2f-afad-989b8038281a,A,
ff8e5760-27e4-4053-9420-1346d35fded9,A,
91a845d3-2168-459a-9d13-3266d7f22ba6,A,
e9311b9d-99b9-4a0f-b1a5-c935a81946b3,A,
f3379f5b-c0dd-444a-a080-6ec7412e4104,A,
280c5a8a-82aa-4f91-b226-5f0761f288ae,A,Tuesday
f43afe98-a6b3-4569-85ed-ff48a4617b8d,A,
82fe134a-8503-4f4c-bdf0-12c44fd51b0c,A,
1cfb1ca9-22fa-433d-9fa9-231b9c928c05,A,Wednesday
4b5580b6-a904-4cc9-ad02-1b0f97198ade,A,
5e6956be-f010-4620-9f87-ffecf43d2880,A,
01b7a771-73e2-4845-9929-c4368b01bc94,A,Tuesday
a7a058ca-1083-4b00-974c-7dce799c9ef2,A,
75a2d155-b059-469a-b205-47c50b9f49ca,A,
f63a06ca-3751-4822-aeb7-698ac82bfb4d,A,
5017460b-e621-44e9-be18-b74ca9c75210,A,
a901d2f0-881d-4ff4-b811-415e7e161214,A,
63174e07-11b9-416d-81f1-bccd742e3bb1,A,
a682d1a2-c51c-456c-8aa2-6c7249e891f8,A,
37114b2c-eaa9-4579-897c-240e47813602,A,
9cd7a871-5348-42ed-a80f-53512ff6e65b,A,
0d97d87e-cf23-49fe-998e-bab1c6f1145b,A,Saturday
63d1b6c8-0051-4a73-b150-27be4199a537,A,
70c65fcf-47a1-473f-a197-e4efad5b5ec6,A,
eecfb916-5c76-43d3-8e86-7fd4408c478f,A,
f03af477-d224-49e5-941e-1447a2abfbd3,A,
798ce460-bc4f-49af-86b5-e3b3de885078,A,
f0b86f80-85a9-457d-b431-90bbeb70a02e,A,
b5cd6863-581d-4b41-b5de-5eaa9a5a7b5a,A,
cddb04ad-3455-4941-81da-1553525759d9,A,
1173e094-dccb-42d9-9bd0-8b174451ae7f,A,Friday
a0d45452-cf40-4490-aeba-342a97337658,A,
39a1a2fc-52fb-47b4-ac3c-b119a41874b3,A,
34a829c7-0fe5-482a-a283-924e5c725d3a,A,
7c9ffd8e-f612-4a53-917e-e2b4938a700c,A,
873936db-a29b-4135-887d-300d2240d8ec,A,
5ae11d68-92d9-4181-9040-ad9a3ead15e2,A,
db27e0ce-91f0-40b0-a4f5-0a92b481df8a,A,
7e7f793b-0200-462c-a637-ac0ae9ceb579,A,
53dccd72-ebfe-4a12-9385-48fa1f927970,A,
bfb9f165-8ebe-4050-8dea-fbab4951698a,A,
936f3ed4-50c7-4519-aefd-0aa1b4c1b2bf,A,
28fe232a-4498-425b-8392-a01794f49df8,A,Monday
11c96217-fd24-4029-ac0a-70fb28178ced,A,Wednesday
e850e921-493b-47d7-9dbc-0c35555c4737,A,
db1e2b77-5b0c-4de1-9c7b-1274cb33e83d,A,
169a9ad8-6ddd-4e6a-88f7-2a0ddd9f0ad9,A,Monday
daf91afe-14db-401a-b68e-46760aa4ab1f,A,
564cd3bd-f60f-49a4-a636-6cd5ce75e1ae,A,
116e3a3c-b432-4fef-a860-f96c32e2aca4,A,Wednesday
390cf70e-e860-4392-a2dd-13d1a390449e,A,
0cc5c1a1-5d64-48eb-9771-d32235366e90,A,Wednesday
18311ae2-9305-43ed-bde1-fd166cf84385,A,Sunday
9a9ae5cd-3ea5-4deb-88bd-1ac432a1dec0,A,
1dbf6233-b02e-41a2-b20b-20fec0147951,A,Sunday
1e5f6ace-096e-4670-b0f8-b0ae0dfc986a,A,Wednesday
11594ecc-88d1-48ed-973d-63157ebd4b01,A,Sunday
fb02f52e-810a-4997-83cc-4a103a214609,A,
4983d25a-0f87-46db-a8c8-7498021bb796,A,
aaf6aabd-d564-48ee-91dd-a8b39228c98f,A,
fc3fd637-68fc-48da-a6a1-345c291a4b89,A,
077693e1-68e4-48b7-8f75-f4febfd1ef98,A,Sunday
a7df87c0-1a30-42b7-830a-5eb9e3084713,A,
31902841-8e56-492a-a450-e33cde07e02a,A,Wednesday
32bcfd6d-27ff-4a0c-8a69-d319d8349f74,A,
d2db3c08-13d6-43ec-8a25-1375ee34ee75,A,
95414194-d4a0-47ce-a024-f4d7797a0ffa,A,
2818a9e8-5662-4a21-89ae-67f6481f9750,A,Tuesday
186efc09-8db3-4619-8c50-c79ca9c605ca,A,Sunday
5e1e9660-6066-406c-ad88-f27becbfa8a8,A,
31daa4d9-70dc-4a92-b782-e05c3b065ea2,A,Sunday
641d819c-6f3d-41ee-83a1-e0be22315938,A,
3f06caf9-2b48-42e4-8164-88fb7c5c9271,A,
d6b326dc-af7e-4518-a209-f213166efe2e,A,
d5a068f0-004d-44f9-ab44-cfd6c61c31f6,A,
e1ec8323-99d5-4a10-b604-fbfc1ccb6e37,A,
59525cf6-a166-48d2-8978-6a657c4f1cbd,A,
780201c9-2b2c-4067-90f0-2fcad9db0c17,A,
e28bfdc7-5ef2-4411-b263-72c4a7208f7a,A,
fe4e6b12-7f92-48d8-b5ee-507b3d19125c,A,
d375acb2-f4f4-44cc-8753-39e9ee93d427,A,
57db3cfc-169f-413b-8634-f7528f1086af,A,
0422c712-99a0-4917-bc69-746f5daa6d7d,A,Wednesday
2d26bf87-f3be-4cd0-8c0c-c0ed33a8761a,A,Saturday
00a8a145-77fa-4dea-9528-5ea6f5cc5fb0,A,Saturday
6006a247-4b26-4b5f-86f3-8da689a347dd,A,
735cd4c0-cec3-4afc-82a3-02af707cc51e,A,
6921b35e-a29b-438b-9ac4-6c5d28b5b474,A,
121dd7de-1bde-41aa-950b-dddab06bbb36,A,Tuesday
c6e9ed66-dcd7-454d-a899-ce80065e9bcc,A,
656e29bc-e0a3-4e42-980d-254c36efb716,A,
3cd063c7-e579-414e-8c52-6afeaf70dec7,A,
0fbc8e80-798c-40a4-8b71-e8cb232bf6d7,A,Saturday
2bd3c47f-4588-4451-838d-1399afcb27c9,A,Monday
bcd087b6-5fa1-45b3-916b-f25e4707c713,A,
971d5747-26ff-464a-b7b8-a3c9f78389d1,A,
2c6811a1-ff33-4808-9cf7-e7e7dccdbf96,A,Thursday
abd87cf5-5ea7-43e1-b6b6-c2556c6a16fd,A,
6d11b65d-c101-42bd-8979-dbc2c17878c7,A,
a91e9eb3-e7ec-4e6d-aa85-7e2dd42288a2,A,
f05b03e4-0906-471f-af61-51db3608c7f9,A,
feaea3b6-11d7-499d-a40d-a64bb51568e2,A,
92b3e19c-0134-42a6-b103-8a3563531b2a,A,
e1582a4c-aa49-4ebf-9a4f-5e081ea9695a,A,
d9bd7a11-c01b-4b7a-9887-9490eb7a5bd5,A,
48730e23-558a-4dba-a86c-a33b7d89ca90,A,
88015843-920d-49b5-95c1-7ef9a4d5ec2b,A,
20145561-494d-44bb-8ae2-a64412ad3066,A,Thursday
ab9c6b31-fdb0-4e6c-b4bc-59537bb9d14f,A,
3b5594ea-89ae-4f0a-800e-bb896b09ab01,A,
8dad7a48-c36c-4839-894a-b7ea6bf3a40b,A,
29949a47-e197-4d30-9d90-cd82f1829f92,A,Saturday
24c4a1cb-74f7-4409-8dfe-2b7f2561a338,A,Tuesday
671a2c4e-0b47-4e01-a1ce-89f663b75c5b,A,
2cbfb95d-b93f-4ad1-9d57-ec2ab37ac5d0,A,Monday
570d1597-3920-47b3-a198-be0eca9b464c,A,
7ea7189f-8484-416c-8530-448336a06d98,A,
977eb812-e438-4227-b567-8ec6a339bb97,A,
d59421ee-383e-43cb-822a-5648fc55bd3c,A,
d18b6304-173a-4404-8b9c-224ca7fd3a2b,A,
98eb7e93-772c-4c1b-9698-206ee6b61faf,A,
8e0a96bd-eaf5-4769-b8d9-c7b371758eac,A,
174679bc-5248-4b55-b88d-4acda2a9d59f,A,Saturday
93df313f-ad2b-4810-8e10-bac549a7550e,A,
cd93e415-7acb-43fd-8dc8-6c4254c2ecf7,A,
56886b3f-9049-421d-ad5e-3197fe4eec59,A,
c6ff2b2b-591e-44c0-b6d3-854e9536d04d,A,
9454b5b1-0bb2-4a12-b1c9-ae853cf6a3d3,A,
93d0cee8-6768-4883-9fab-cc9363fdf52d,A,
6ec677b2-3bda-448b-bd70-8cca6cc73f8e,A,
a0b0e325-cf29-4c04-b04f-224fa5e98837,A,
ca568be3-17c9-4057-ac87-26940a9ad9e5,A,
16be978d-2c91-406e-a5e3-656c041ffedd,A,Monday
2b421313-b003-4950-a6ef-5ab77be35d59,A,Friday
1b603094-dd6e-4789-995e-640e41260b2e,A,Wednesday
ecf01cba-6c4c-4add-8eb6-4bda3d418750,A,
7502cb1c-c202-45c4-bafe-5af0278f74b6,A,
01b08972-88fe-47ee-a493-0a8bce439528,A,Monday
032a78c1-d01d-4712-991b-824486a6e48a,A,Saturday
6fcc416a-2883-4110-8b4a-45424f45f71e,A,
82d52719-f311-4dcd-ab67-99d025c48e06,A,
5a2eeac8-bc6f-4b20-b9b1-52acba1e2c41,A,
7d733e51-e1c0-4383-8099-e89d3c0d8300,A,
ab641f8b-e63f-4e12-9a29-23354263bf26,A,
0a94aaf9-4032-4029-a1e8-997be73afe1f,A,Sunday
b05cfb05-597d-4ef6-bc2b-2a5409129c55,A,
06bf22d2-e5dc-461d-b777-440a1518b333,A,Thursday
03055268-d5b2-4585-afd8-efbbbc4ca0ac,A,Monday
4ebbd2be-fca4-40a5-af2c-5dde8bfe6962,A,
b6f66c81-9eed-42c1-b214-b10e86a02dea,A,
15add4ab-31ba-4031-9851-5b3b8ec0775c,A,Tuesday
6ceee845-3ac4-4434-9df6-e74fe94a0604,A,
c6195fb0-ca79-4087-aa2c-0aeef611cc0e,A,
49ed7483-b28c-439b-a40b-02612d65d802,A,
6db7ff5a-7815-41fb-b4e9-20801ffc723c,A,
7e8d681f-4789-4b63-82da-efe3c5338d56,A,
4eaaad81-eba8-4228-b70f-b0a8267d80af,A,
577a090e-5c60-431d-ab89-7091947f625c,A,
c2fefcb5-7bb4-4850-9589-976a12255ac7,A,
ccaaa807-ded8-4718-b29d-e1638e5c089a,A,
4a902cef-1576-48aa-b3a3-04fbfde52001,A,
03179978-47cf-416e-912d-1be534d03c23,A,Monday
9c55a0f1-f297-475d-a469-6406cf789fae,A,
14e784e8-a71f-49dd-9760-4c979b9ca4fb,A,Friday
de37bf4e-9fd0-4f30-8850-985041a5407e,A,
d6393958-4f7e-49e7-9208-4d97f6b39dbe,A,
d5b54aaa-e7ee-49dc-a29f-e390abe2a2a7,A,
aa98b0f2-7d34-4b9c-8772-ffb2e1337260,A,
15730593-f56d-4afc-b2db-ace4fc442eb3,A,Friday
756a17a6-ebc0-4afc-8f20-fc9349fe6183,A,
387a6a23-d46d-4c3a-9010-1ce4ae58e34d,A,
1c5f1ff7-4b0c-49de-835b-0f1ad188cd47,A,Thursday
80a58eec-0eba-475f-8b89-c28249c96270,A,
c2253303-232d-44a0-99e9-171476d9339c,A,
aeab186b-cede-48ad-9536-07777755c8da,A,
1a53f7b5-7902-4107-af97-f4d27ca5a443,A,Sunday
c717ccf5-e3e9-494d-9173-36c02a5a3129,A,
e9802483-e7f2-4179-8948-4e02b658a8c7,A,
8a8e506a-7fd3-46b4-a03b-2229c3f884d9,A,
9d0b3d84-29be-4bdc-a37f-296a5f28092a,A,
b43d1e62-ffc9-4815-a5b2-85c9664b78e6,A,
41372d00-1025-4ffc-ad6b-e329eb0af7f8,A,
d8f8c47e-5fcf-4c35-932d-b61e99ccac52,A,
f53a3480-ab4e-430b-a86f-b377e2677395,A,
9a6658b3-b8c0-48eb-b24a-0c53809e86a9,A,
be2c7b00-7337-4c52-9ded-a2e0ef4ec0ba,A,
c3f3ad56-5fed-47a9-a4dd-b42f92030ddf,A,
7562078e-a444-49f4-8031-dde89bfe4db0,A,
0919957b-1072-4543-8040-29fe950015a7,A,Wednesday
8927de71-310b-4ff6-85de-3c7c2c207842,A,
9f3a63f8-bbc4-4d8b-b785-51c8164ad05c,A,
321e2f08-64dd-421e-bb68-c532ce7684c4,A,
adb640da-62fb-42e8-b561-73e119111788,A,
e445d931-eab2-41a3-95a1-952bc4acf291,A,
2808970b-2cf2-4be3-811a-251689191d07,A,Sunday
a8da34c7-468f-4ad7-a984-8838ea92833f,A,
